更新时间,#genre#
龙华偶像,https://cdn8.163189.xyz/live/lhox/stream.m3u8
澳门莲花,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8
封神榜,http://luobo.bkpcp.top/yy/1353426319
鹿鼎记,http://luobo.bkpcp.top/yy/28265277
天龙八部,http://luobo.bkpcp.top/yy/1382736855
天龙八部,http://luobo.bkpcp.top/yy/1351814644
谈判专家,http://luobo.bkpcp.top/yy/1382735560
狂飙,http://luobo.bkpcp.top/yy/1355142167
仙剑奇侠传,http://luobo.bkpcp.top/yy/1382749903
鹿鼎记,http://luobo.bkpcp.top/yy/28265277
知否知否,http://luobo.bkpcp.top/yy/21881901
天龙八部,http://luobo.bkpcp.top/yy/1351814644
优漫卡通,https://migu.188766.xyz/?migutoken=22f372bd9078b4d9aa1408bc60781c04&id=%E4%BC%98%E6%BC%AB%E5%8D%A1%E9%80%9A%E9%A2%91%E9%81%93&type=yy
卡酷少儿,https://migu.188766.xyz/?migutoken=8db37ebedb175dd8310c63a5436e6dc9&id=%E5%8C%97%E4%BA%AC%E5%8D%A1%E9%85%B7%E5%B0%91%E5%84%BF&type=yy
卡酷少儿,https://migu.188766.xyz/?migutoken=1023983db6b5249e61d4950c1654cd84&id=%E5%8C%97%E4%BA%AC%E5%8D%A1%E9%85%B7%E5%B0%91%E5%84%BF&type=yy
末日电影合集,http://luobo.bkpcp.top/yy/1354889019
新白娘子传奇,http://luobo.bkpcp.top/yy/1354490667
龙华卡通,https://cdn8.163189.xyz/live/lhkt/stream.m3u8
澳门莲花,http://1033946631.cloudvdn.com/a.m3u8?domain=live-hdl.macaulotustv.com&player=1&streamid=lotustv:lotustv/macaulotustv&v3=1
五星体育,https://migu.188766.xyz/?migutoken=87e1625c16756b28d18446fac30f8ad0&id=%E4%BA%94%E6%98%9F%E4%BD%93%E8%82%B2&pp=1
哈哈炫动,http://120.238.94.10:9901/tsfile/live/1037_1.m3u8
NewTV古装剧场,http://220.176.218.102:9000/udp/239.252.220.77:5140
嘉佳卡通,https://migu.188766.xyz/?migutoken=b2d7dbfd491297cec34798fc65890cea&id=%E5%98%89%E4%BD%B3%E5%8D%A1%E9%80%9A&type=yy
苏州4K,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
嘉佳卡通,http://gslbmgsplive.miguvideo.com/wd_r1/2018/nfmedia/jjkt/1000/index.m3u8?msisdn=202509190000569152b8af262a4d8fa5ef38779481bf4e&mdspid=&spid=699054&netType=0&sid=2206172388&pid=2028597139&timestamp=20250919000056&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=614952364&ParentNodeID=-99&assertID=2206172388&client_ip=106.13.250.88&SecurityKey=20250919000056&promotionId=&mvid=2206172388&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=54e4af29b0fe268c6451468dba74cec4&ddCalcu=45c4eee1c444a07fa2b9db806f4e1256486c
纬来体育,http://iptv.4666888.xyz/iptv.php?id=20225
澳视综艺[1920x1080],http://103.233.191.132:1935/ch6/hd_ch6.live/playlist.m3u8
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
嘉佳卡通,http://219.141.46.175:8188/udp/238.255.2.62:5999
相声小品,http://221.13.235.31:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
动漫秀场,http://58.58.111.222:808/hls/50/index.m3u8
优漫卡通,http://58.58.111.222:808/hls/51/index.m3u8
大唐双龙传,http://iptv.jxpan.vip:18888/aio/huya/29465850
法政先锋,http://iptv.jxpan.vip:18888/aio/huya/23863804
笑傲江湖,http://iptv.jxpan.vip:18888/aio/huya/26355790
庆余年,http://iptv.jxpan.vip:18888/aio/huya/11352960
洗冤录,http://iptv.jxpan.vip:18888/aio/huya/29465851
射雕英雄传,http://iptv.jxpan.vip:18888/aio/huya/23824164
倚天屠龙记,http://iptv.jxpan.vip:18888/aio/huya/11342403
法国时装,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8
西游记2,http://iptv.jxpan.vip:18888/aio/huya/29465859
陀枪师姐,http://iptv.jxpan.vip:18888/aio/huya/29465857
游戏风云,http://t.061899.xyz/tl/dq.php?id=yxfy
创世纪,http://iptv.jxpan.vip:18888/aio/huya/29465852
大时代,http://iptv.jxpan.vip:18888/aio/huya/23865161
妙手仁心,http://iptv.jxpan.vip:18888/aio/huya/29465853
魅力足球,http://t.061899.xyz/tl/dq.php?id=mlzq
笑看风云,http://iptv.jxpan.vip:18888/aio/huya/29465858
活佛济公3,http://iptv.jxpan.vip:18888/aio/huya/23903123
无心法师,http://iptv.jxpan.vip:18888/aio/huya/30080233
劲爆体育,http://t.061899.xyz/tl/dq.php?id=jbty
野蛮亲家,http://iptv.jxpan.vip:18888/aio/huya/23863796
周星星,http://iptv.jxpan.vip:18888/aio/huya/11342412
吃米滴虫,http://iptv.jxpan.vip:18888/aio/huya/11413596
咪咕体育,http://m.061899.xyz/mg/mgty
寻秦记,http://iptv.jxpan.vip:18888/aio/huya/29465848
劲爆体育,http://m.061899.xyz/mg/jbty
扫黄先锋,http://iptv.jxpan.vip:18888/aio/huya/29465855
魅力足球,http://gat.bkpcp.top/ymg.php?id=mlzq
刑事侦缉档案,http://iptv.jxpan.vip:18888/aio/huya/29465856
神雕侠侣,http://iptv.jxpan.vip:18888/aio/huya/23865171
父母爱情,http://luobo.bkpcp.top/yy/1354926650
睛彩篮球,http://114.246.181.35:4022/udp/239.3.1.126:8001
环球电视台,http://utv1.hqtvzb.com:9999/hls/world.m3u8
NewTV军旅剧场,http://220.176.218.102:9000/udp/239.252.220.76:5140
武侠电影,http://iptv.jxpan.vip:18888/aio/huya/11342427
NewTV军旅剧场,http://114.246.181.35:4022/udp/239.3.1.68:4120
宇宙科幻合集,http://iptv.jxpan.vip:18888/aio/huya/11342428
功夫电影,http://iptv.jxpan.vip:18888/aio/huya/11352941
周星驰电影,http://iptv.jxpan.vip:18888/aio/huya/11342412
甄子丹电影,http://iptv.jxpan.vip:18888/aio/huya/11352935
王晶电影,http://iptv.jxpan.vip:18888/aio/huya/11602058
金庸武侠,http://iptv.jxpan.vip:18888/aio/huya/11342435
战争电影,http://iptv.jxpan.vip:18888/aio/huya/21059574
怪兽电影,http://iptv.jxpan.vip:18888/aio/huya/21059577
枪战电影,http://iptv.jxpan.vip:18888/aio/huya/21059579
古天乐电影,http://iptv.jxpan.vip:18888/aio/huya/29982675
黄渤电影,http://iptv.jxpan.vip:18888/aio/huya/11352876
睛彩篮球,http://kkk.888.3116598.xyz/api.php?n=tttt&id=nXR0Sc&tk=FgM0vQMejxvG
睛彩篮球,http://kkk.888.3116598.xyz/api.php?n=tttt&id=ATiiGA&tk=FgM0vQMejxvG
法·时尚,http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8
NewTV军旅剧场,http://kkk.888.3116598.xyz/api.php?n=tttt&id=0Ef35E&tk=FgM0vQMejxvG
NewTV黑莓动画,http://kkk.888.3116598.xyz/api.php?n=tttt&id=pHqT4g&tk=FgM0vQMejxvG
NewTV古装剧场,http://kkk.888.3116598.xyz/api.php?n=tttt&id=tpn6wv&tk=FgM0vQMejxvG
劲爆体育,http://8.138.7.223/tv/migu3.php?id=jbty
动作影院,http://kkk.888.3116598.xyz/api.php?n=tttt&id=HNbgwe&tk=FgM0vQMejxvG
游戏风云,http://220.176.218.102:9000/udp/239.252.219.60:5140
唯心电视,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
喜剧影院,http://kkk.888.3116598.xyz/api.php?n=tttt&id=aRqMtM&tk=FgM0vQMejxvG
优漫卡通,http://z.b.bkpcp.top/m.php?id=ymkt
魅力足球,http://z.b.bkpcp.top/m.php?id=mlzq
卡酷少儿,http://221.13.235.31:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
动漫秀场,http://220.176.218.102:9000/udp/239.252.219.59:5140
CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
爱上4K,http://ddns.xryo.cn:8888/udp/239.112.205.186:5140
NewTV超级体育,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3188&tk=23a9aca1f79f
新闻综合,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
游戏风云,http://180.165.1.5:9898/udp/239.45.3.131:5140
睛彩竞技,http://kkk.888.3116598.xyz/api.php?n=tttt&id=2TKnNO&tk=FgM0vQMejxvG
广州南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=babbcbacdbcf13a3311a264e4dd66b8d&txTime=191b60b41a7
西游记后传,http://luobo.bkpcp.top/yy/1353392400
睛彩竞技,https://zby.130519.xyz/PLTV/11/224/3221226116/index.m3u8
中国交通广播,https://tv.iill.top/fm/755
伪装者,http://luobo.bkpcp.top/yy/1354936244
睛彩竞技,http://114.246.181.35:4022/udp/239.3.1.125:8001
龙华洋片,https://smart.pendy.dpdns.org/Smart.php?id=lunghuajingdian_twn
苏州修复4K,http://106.53.99.30/tv/api.php?id=sztv4k
年代新闻,https://smart.pendy.dpdns.org/Smart.php?id=niandainews_twn
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
苏州4K,http://106.53.99.30/tv/api.php?id=sztv4k
CNA,https://smart.pendy.dpdns.org/Smart.php?id=cna
广州南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=625e905c507ada3ba448431044224948&txTime=194d0c43cd7
风云足球,http://183.11.239.36:808/hls/133/index.m3u8
七彩戏剧,http://t.061899.xyz/tl/dq.php?id=qcxj
封神榜,http://live.iill.top/huya.php?id=23749096
寻秦记,http://live.iill.top/huya.php?id=23864973
笑傲江湖,http://live.iill.top/huya.php?id=26355790
陀枪师姐,https://live.iill.top/huya.php?id=23860039
倚天屠龙记,http://live.iill.top/huya.php?id=11342403
射雕英雄传,http://live.iill.top/yy.php?id=1354210357
动漫秀场,http://180.165.1.5:9898/udp/239.45.3.134:5140
封神榜,http://live.iill.top/yy.php?id=1353426319
寻秦记,https://live.iill.top/huya.php?id=23864973
笑傲江湖,https://live.iill.top/huya.php?id=26355790
鹿鼎记,http://live.iill.top/huya.php?id=23865080
陈情令,https://live.iill.top/huya.php?id=29465862
倚天屠龙记,https://live.iill.top/huya/11342403
射雕英雄传,http://live.iill.top/huya.php?id=23824164
神雕侠侣,https://live.iill.top/huya/23865171
神雕侠侣,https://live.iill.top/huya.php?id=23865171
士兵突击,http://live.iill.top/huya.php?id=11342430
大时代,https://live.iill.top/huya.php?id=23865161
新白娘子传奇,http://live.iill.top/yy.php?id=1354490667
人气港剧,https://live.iill.top/douyu/5261342
庆余年,http://live.iill.top/huya.php?id=11352960
庆余年,https://live.iill.top/huya/11352960
大时代,https://live.iill.top/huya/23865161
士兵突击,https://live.iill.top/huya.php?id=11342430
士兵突击,https://live.iill.top/huya/11342430
欧美大片,http://iptv.jxpan.vip:18888/aio/douyu/2793084
周星驰,https://live.iill.top/douyu/122402
亞洲衛視,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
欢乐颂,http://luobo.bkpcp.top/yy/1382735624
隋唐英雄传,http://luobo.bkpcp.top/yy/1352475619
广州南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
青春动漫,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1055&tk=23a9aca1f79f
三立戏剧,https://smart.pendy.dpdns.org/Smart.php?id=sanlixiju_twn
世界地理,http://ygbh.site/php/bfgd.php?id=177
康熙王朝,https://live.iill.top/huya.php?id=11352940
陀枪师姐,https://live.iill.top/huya/29465857
七彩戏剧,http://mg.hmysapp.cn:177/ckmg/zb.php?id=qcxj
灌篮高手,http://luobo.bkpcp.top/yy/1382735626
睛彩羽毛球,http://kkk.888.3116598.xyz/api.php?n=tttt&id=spzlFo&tk=FgM0vQMejxvG
求索科学,http://ygbh.site/php/bfgd.php?id=286
喜剧影院,http://home.kaijuns.cn:4000/rtp/239.121.4.176:9040
三国演义,http://live.iill.top/yy.php?id=1354936241
经典动漫,http://luobo.bkpcp.top/yy/24180320
风云足球,http://sh.lnott.top:880/dx71.m3u8
新动漫,http://220.176.218.102:9000/udp/239.252.220.132:5140
NewTV纪实科教,http://sh.lnott.top:880/dx64.m3u8
漫画解说,http://luobo.bkpcp.top/yy/1382735568
康熙王朝,https://live.iill.top/huya/11352940
求索动物,http://ygbh.site/php/bfgd.php?id=287
求索生活,http://ygbh.site/php/bfgd.php?id=288
宝宝动画,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6379&tk=23a9aca1f79f
NewTV家庭剧场,http://ygbh.site/php/bfgd.php?id=290
七彩戏剧,http://8.138.7.223/tv/migu3.php?id=qcxj
世界地理,http://sh.lnott.top:880/dx72.m3u8
倩女幽魂妖魔道,http://jsmov2.a.yximgs.com/bs3/video-hls/5232901391302199073_hlsb.m3u8
龙门飞甲,http://jsmov2.a.yximgs.com/bs3/video-hls/5203346449046555193_hlsb.m3u8
倩女幽魂人间道,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8
新三国,https://live.iill.top/douyu/12463728
倩女幽魂道道道,http://jsmov2.a.yximgs.com/bs3/video-hls/5216294367991385255_hlsb.m3u8
相声小品,http://113.101.245.217:9988/udp/239.77.1.84:5146
蜡笔小新,http://luobo.bkpcp.top/bilibili/30837590
爱情公寓,http://zzy789.xyz/douyu1.php?id=6863367
相声小品,http://113.101.245.217:9988/udp/239.77.0.100:5146
济公游记,http://live.iill.top/yy.php?id=1355265814
ELEVEN体育2,https://stream1.freetv.fun/eltaai-er-da-ti-yu--2--wj-1.ctv
