更新时间,#genre#
CCTV11,http://153.0.171.163:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://60.29.124.66:6080/hls/22/index.m3u8
CCTV11,http://113.26.202.52:1299/tsfile/live/0011_1.m3u8
CCTV12,http://153.0.171.163:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://218.17.33.178:53290/tsfile/live/1012_1.m3u8?key=txiptv
CCTV12,http://222.169.85.8:9901/tsfile/live/0012_1.m3u8
CCTV13,http://153.0.171.163:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,https://event.pull.hebtv.com/jishi/cp1.m3u8
CCTV13,http://60.29.124.66:6080/hls/23/index.m3u8
CCTV13,http://113.15.109.216:59901/tsfile/live/0013_1.m3u8
CCTV15,http://153.0.171.163:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://113.15.109.216:59901/tsfile/live/0015_1.m3u8
CCTV第一剧场,https://epg.pw/stream/6d7bf281e3d739806a73f5373acaa6e01988ec9739f5ac1355ce54b47a928472.m3u8
CCTV20241,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
CCTV16,https://epg.pw/stream/c1beb2abcba5aef09c2f58efc3ca84b76de2c7b9cf60762b0d79772d9e70d454.m3u8
CCTV-8,http://153.0.171.163:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1综合,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1综合,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2财经,http://113.25.252.226:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7国防军事,http://223.241.247.214:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11戏曲,http://223.241.247.214:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://153.0.171.163:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,https://event.pull.hebtv.com/jishi/cp2.m3u8
CCTV-15,http://222.169.85.8:9901/tsfile/live/0015_1.m3u8
CCTV11066600,http://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/chunklist_w744036192_b1000000.m3u8
CCTV1,http://114.241.255.166:4022/rtp/239.3.1.129:8008#http://113.56.95.223:8889/rtp/228.0.0.1:6108#http://223.167.230.154:4022/rtp/239.45.3.145:5140#http://111.162.205.19:8686/rtp/225.1.1.120:5002#http://221.13.235.151:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://111.162.205.19:8686/rtp/225.1.1.133:5002#http://113.56.95.223:8889/rtp/228.0.0.2:6108#http://125.125.233.65:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0#http://114.241.255.166:4022/rtp/239.3.1.60:8084#http://223.167.230.154:4022/rtp/239.45.3.208:5140#http://221.13.235.151:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://113.56.95.223:8889/rtp/228.0.0.156:7156#http://111.162.205.19:8686/rtp/225.1.1.158:5002#http://223.167.230.154:4022/rtp/239.45.1.68:5140#http://125.42.150.65:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0#http://125.125.233.65:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0#http://114.241.255.166:4022/rtp/239.3.1.172:8001#http://221.13.235.151:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://113.56.95.223:8889/rtp/228.0.0.143:7143#http://223.167.230.154:4022/rtp/239.45.0.2:5140#http://125.42.150.65:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0#http://125.125.233.65:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0#http://114.241.255.166:4022/rtp/239.3.1.105:8092#http://111.162.205.19:8686/rtp/225.1.1.150:5002#http://221.13.235.151:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://111.162.205.19:8686/rtp/225.1.1.160:5002#http://114.241.255.166:4022/rtp/239.3.1.173:8001#http://113.56.95.223:8889/rtp/228.0.0.112:6108#http://125.125.233.65:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0#http://223.167.230.154:4022/rtp/239.45.1.69:5140
CCTV5+,http://113.56.95.223:8889/rtp/228.0.0.17:6108#http://114.241.255.166:4022/rtp/239.3.1.130:8004#http://125.125.233.65:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0#http://111.162.205.19:8686/rtp/225.1.1.121:5002
CCTV6,http://223.167.230.154:4022/rtp/239.45.1.70:5140#http://113.56.95.223:8889/rtp/228.0.0.157:7157#http://114.241.255.166:4022/rtp/239.3.1.174:8001#http://125.125.233.65:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0#http://111.162.205.19:8686/rtp/225.1.1.195:5002#http://221.13.235.151:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://114.241.255.166:4022/rtp/239.3.1.61:8104#http://113.56.95.223:8889/rtp/228.0.0.7:6108#http://8.138.7.223/tv/cctv7.m3u8#http://223.167.230.154:4022/rtp/239.45.3.56:5140#http://111.162.205.19:8686/rtp/225.1.1.138:5002#http://221.13.235.151:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://111.162.205.19:8686/rtp/225.1.1.196:5002#http://114.241.255.166:4022/rtp/239.3.1.175:8001#http://125.42.150.65:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0#http://113.56.95.223:8889/rtp/228.0.0.158:7158#http://125.125.233.65:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0#http://223.167.230.154:4022/rtp/239.45.1.71:5140#http://221.13.235.151:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://111.162.205.19:8686/rtp/225.1.1.119:5002#http://114.241.255.166:4022/rtp/239.3.1.62:8112#http://113.56.95.223:8889/rtp/228.0.0.9:6108#http://125.42.150.65:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0#http://125.125.233.65:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0#http://223.167.230.154:4022/rtp/239.45.3.4:5140#http://221.13.235.151:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://113.56.95.223:8889/rtp/228.0.0.10:6108#http://125.125.233.65:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0#http://114.241.255.166:4022/rtp/239.3.1.63:8116#http://223.167.230.154:4022/rtp/239.45.3.8:5140#http://111.162.205.19:8686/rtp/225.1.1.140:5002#http://221.13.235.151:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://111.162.205.19:8686/rtp/225.1.2.192:5002#http://125.125.233.65:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0#http://113.56.95.223:8889/rtp/228.0.0.242:6108#http://223.167.230.154:4022/rtp/239.45.1.196:5140#http://114.241.255.166:4022/rtp/239.3.1.152:8120#http://221.13.235.151:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://111.162.205.19:8686/rtp/225.1.1.142:5002#http://223.167.230.154:4022/rtp/239.45.3.10:5140#http://114.241.255.166:4022/rtp/239.3.1.64:8124#http://125.125.233.65:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0#http://113.56.95.223:8889/rtp/228.0.0.12:6108#http://221.13.235.151:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://111.162.205.19:8686/rtp/225.1.2.193:5002#http://125.125.233.65:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0#http://223.167.230.154:4022/rtp/239.45.1.198:5140#http://113.56.95.223:8889/rtp/228.0.0.202:6108#http://114.241.255.166:4022/rtp/239.3.1.124:8128#http://221.13.235.151:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://114.241.255.166:4022/rtp/239.3.1.65:8132#http://113.56.95.223:8889/rtp/228.0.0.14:6108#http://125.125.233.65:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0#http://223.167.230.154:4022/rtp/239.45.3.23:5140#http://111.162.205.19:8686/rtp/225.1.1.144:5002#http://221.13.235.151:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://114.241.255.166:4022/rtp/239.3.1.153:8136#http://125.125.233.65:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0#http://113.56.95.223:8889/rtp/228.0.0.15:6108#http://223.167.230.154:4022/rtp/239.45.1.200:5140#http://111.162.205.19:8686/rtp/225.1.2.194:5002#http://221.13.235.151:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://114.241.255.166:4022/rtp/239.3.1.184:8001#http://113.56.95.223:8889/rtp/228.0.0.249:6108#http://111.162.205.19:8686/rtp/225.1.2.237:5002
CCTV17,http://113.56.95.223:8889/rtp/228.0.0.161:7161#http://114.241.255.166:4022/rtp/239.3.1.151:8144#http://223.167.230.154:4022/rtp/239.45.3.52:5140#http://111.162.205.19:8686/rtp/225.1.2.52:5002
CCTV第一剧场,http://120.198.95.220:9901/tsfile/live/1071_1.m3u8?key=txiptv#http://113.56.95.223:8889/rtp/228.0.0.235:6108#http://111.162.205.19:8686/rtp/225.1.2.175:5002
CCTV怀旧剧场,http://113.56.95.223:8889/rtp/228.0.0.237:6108#http://111.162.205.19:8686/rtp/225.1.2.173:5002
CCTV风云剧场,http://111.162.205.19:8686/rtp/225.1.2.174:5002
CCTV风云音乐,http://111.162.205.19:8686/rtp/225.1.2.176:5002
CCTV兵器科技,http://111.162.205.19:8686/rtp/225.1.2.166:5002
CCTV风云足球,http://111.162.205.19:8686/rtp/225.1.2.168:5002#http://113.56.95.223:8889/rtp/228.0.0.236:6108
CCTV高尔夫网球,http://111.162.205.19:8686/rtp/225.1.2.169:5002
CCTV央视台球,http://111.162.205.19:8686/rtp/225.1.2.170:5002
CCTV女性时尚,http://111.162.205.19:8686/rtp/225.1.2.172:5002
CCTV电视指南,http://111.162.205.19:8686/rtp/225.1.2.167:5002
CCTV央视文化精品,http://111.162.205.19:8686/rtp/225.1.2.177:5002
CCTV世界地理,http://111.162.205.19:8686/rtp/225.1.2.171:5002
CETV早期教育,http://111.162.205.19:8686/rtp/225.1.2.207:5002
CETV1,http://223.167.230.154:4022/rtp/239.45.1.125:5140#http://113.56.95.223:8889/rtp/228.0.0.146:7146#http://114.241.255.166:4022/rtp/239.3.1.57:8152
CETV2,http://223.167.230.154:4022/rtp/239.45.1.52:5140#http://113.56.95.223:8889/rtp/228.0.0.198:7198#http://114.241.255.166:4022/rtp/239.3.1.54:4120
CETV4,http://113.56.95.223:8889/rtp/228.0.0.177:7177#http://114.241.255.166:4022/rtp/239.3.1.56:4120#http://223.167.230.154:4022/rtp/239.45.1.50:5140
████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████#
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226514/index.m3u8
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,https://tv.iill.top/x/cctv1
CCTV1,https://smart.pendy.dpdns.org/Smart.php?id=cctv1
CCTV1,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8
CCTV1,https://migu.188766.xyz/?migutoken=e148b21c7376f378ac2589557117a4ec&id=CCTV1&type=yy#http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=701afbfc9d2f77d62a9cc2f9479ecde3db6cef36d454660b5d2f0ffb3a1017d0e04c2e19dcbb7c344d80cfb64e43e90dd66c458476898ee612d0e2e9261645fcfc0d32fb90cdf2021d89c4877a
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=16a362b923a43fa0d4ce2aba3ecd88cd5e53be41dc5d15a9d1c9bad7fb665c1a2cee1355de7ca1df5ea56c38b88d68c7837724e9d16f358d73f49a202d62a71f7b2eb754beefe9b46eb9e8ab25
CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=BovPet&tk=FgM0vQMejxvG
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=DASpOl&tk=FgM0vQMejxvG
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=M8UbAJ&tk=FgM0vQMejxvG
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=ol4Xj9&tk=FgM0vQMejxvG
CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8
CCTV1,http://113.119.24.168:58888/udp/239.77.1.144:5146
CCTV1,http://116.21.205.101:8188/udp/239.77.1.144:5146
CCTV1,http://114.107.46.94:8188/rtp/238.1.78.166:7200
CCTV1,http://58.19.43.46:9901/tsfile/live/1020_1.m3u8
CCTV1,http://59.35.185.47:8188/udp/239.77.1.144:5146
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
CCTV1,http://218.17.33.178:53290/tsfile/live/1001_1.m3u8?key=txiptv
CCTV1,http://113.120.46.146:8123/udp/239.21.1.120:5002
CCTV1,http://125.115.205.189:4023/udp/233.50.200.130:5140
CCTV1,http://113.56.95.223:8889/rtp/228.0.0.1:6108
CCTV1,http://222.218.122.23:8188/udp/239.81.0.102:4056
CCTV1,http://114.254.39.135:18888/rtp/239.3.1.129:8008
CCTV1,http://60.29.124.66:6080/hls/12/index.m3u8
CCTV1,http://117.86.51.74:8888/rtp/239.49.8.129:6000
CCTV1,http://175.8.181.61:7878/udp/239.76.253.151:9000
CCTV1,http://114.100.195.67:4022/rtp/238.1.78.166:7200
CCTV1,https://stream1.freetv.fun/ed56f455ae3fdab6f18723bceb3da6c3ee2e7ad0914baa05f5a533c02f6f303d.m3u8
CCTV1,https://stream1.freetv.fun/3cd84be1fb3623f1c3ba7d3d26e3d607331255d6559bd3e6ded774a1ff7c2b89.m3u8
CCTV1,http://220.190.54.26:8188/udp/233.50.200.130:5140
CCTV1,https://stream1.freetv.fun/9f70f5d60b14bb1ef93886f17fa8f20f55f4a36ac45206f6c5a5bf9654d6e4fb.m3u8
CCTV1,http://115.171.216.80:4000/rtp/225.1.8.210:8068
CCTV1,http://115.171.216.80:4000/rtp/225.1.8.194:4120
CCTV1,https://stream1.freetv.fun/03926cb79638398a11285c90b222911693264d56dc9fc0172bec90b39c6b371b.m3u8
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://171.104.106.168:50112/udp/239.81.0.102:4056
CCTV1,http://175.8.181.61:7878/udp/239.76.251.87:9000
CCTV1,http://218.241.192.50:8808/rtp/239.3.1.129:8008
CCTV1,http://drive.mxmy.net:8888/udp/239.3.1.129:8008
CCTV1,https://stream1.freetv.fun/rthk33-1.m3u8
CCTV1,https://stream1.freetv.fun/961876d0c8bba36f6519d7018724963b00d568ce7a9f1f1b31e2b373b4f1d2b3.m3u8
CCTV1,https://stream1.freetv.fun/8973ff67af3f7c2d22cdf2a379e20b1bc812e963bfb3fd4bccf5a85c4953d022.m3u8
CCTV1,http://122.189.103.251:8888/rtp/228.0.0.1:6108
CCTV1,http://115.171.216.80:4000/rtp/225.1.8.1:8008
CCTV1,https://stream1.freetv.fun/32f2971092f2d6d62d14ecf5b7fec403c96200d3d03e70c6bc7deb2f66cf9fbb.m3u8
CCTV1,https://stream1.freetv.fun/354e2e055127bbf43693aa848d84f93f5bcc517472a8858f188f313dbf157f51.m3u8
CCTV1,http://125.115.205.189:4023/udp/233.50.200.130:5140#http://42.231.44.185:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0#http://116.11.156.177:8811/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0#http://125.125.233.65:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0#http://113.56.95.223:8889/rtp/228.0.0.1:6108#http://223.167.230.154:4022/rtp/239.45.3.145:5140#http://116.235.57.40:4022/rtp/239.45.3.145:5140#http://111.162.205.19:8686/rtp/225.1.1.120:5002
CCTV1,http://115.171.216.58:4000/rtp/225.1.8.210:8068
CCTV1,http://153.0.171.163:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,https://stream1.freetv.fun/2ad5af5d9a8d7243c8d9c7422ee6cf76bad9ac2c1e157bc9f199423fb5ed4845.m3u8
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8
CCTV1,http://115.171.216.58:4000/rtp/225.1.8.1:8008
CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8
CCTV1,http://1.24.190.98:10080/hls/1/index.m3u8
CCTV1,http://175.8.181.61:7878/udp/239.76.246.151:1234
CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8
CCTV1,http://115.171.216.80:4000/rtp/225.1.8.81:8176
CCTV1,http://115.171.216.58:4000/rtp/225.1.8.126:8002
CCTV1,http://115.171.216.58:4000/rtp/225.1.8.33:8002
CCTV1,http://115.171.216.58:4000/rtp/225.1.8.194:4120
CCTV1,http://115.171.216.58:4000/rtp/225.1.8.81:8176
CCTV1,http://61.176.24.78:40001/rtp/232.0.0.27:1234
CCTV1,http://117.86.51.74:8888/rtp/239.49.8.19:9614
CCTV1,http://115.171.216.58:4000/rtp/225.1.8.53:8060
CCTV1,https://stream1.freetv.fun/f1fa8406434117dfaa5c0b174fa90a31da74b1ad921fc3ce3662a40cff4d9001.m3u8
CCTV1,https://stream1.freetv.fun/f8b77654ee5202e90044771d42c97306dee3fac5acd35b60e23652873790de01.m3u8
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
CCTV1,http://115.171.216.80:4000/rtp/225.1.8.33:8002
CCTV1,https://stream1.freetv.fun/0905e6f82d72f6c6a745f5f5bf328779cb3348751e044b96934fff521f5d97a5.m3u8
CCTV1,http://115.171.216.80:4000/rtp/225.1.8.53:8060
CCTV1,http://218.8.87.96:4000/rtp/229.58.190.72:5000
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
CCTV1,http://106.86.155.3:20001/rtp/235.254.198.51:1480
CCTV1,http://42.92.195.226:10000/udp/239.255.30.101:8231
CCTV1,http://171.213.242.223:8188/udp/239.93.0.184:5140
CCTV1,http://nas.hssvm.com:8888/udp/225.1.1.120:5002
CCTV1,http://218.8.87.96:4000/rtp/229.58.190.151:5000
CCTV1,http://115.171.216.80:4000/rtp/225.1.8.126:8002
CCTV1,http://220.169.100.41:10087/udp/239.76.246.151:1234
CCTV1,http://123.168.95.21:4000/udp/239.21.1.120:5002
CCTV1,http://106.116.243.22:9999/rtp/239.254.200.45:8008
CCTV1,https://stream1.freetv.fun/e87ac64457c976111fc8524f11c25da508b807c29647c571b45ab13a609917c2.m3u8
CCTV1,http://223.241.247.214:9901/tsfile/live/0001_1.m3u8
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=b3eXPo&tk=FgM0vQMejxvG
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=sPzAe7&tk=FgM0vQMejxvG
CCTV1,http://111.162.205.19:8686/rtp/225.1.1.120:5002
CCTV1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=PldLrS&tk=FgM0vQMejxvG
CCTV1,http://113.25.252.226:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3300&tk=e503191f8e20
CCTV1,http://113.25.252.226:9901/tsfile/live/0001_1.m3u8
CCTV1,https://stream1.freetv.fun/960192460e742af597efd712c6fee1c5baf1e90589d2166e6e3f0dd636132070.m3u8
CCTV1,http://fxgm.fxjf.work:19901/tsfile/live/0001_1.m3u8
CCTV1,https://stream1.freetv.fun/df7cf71b3e02015b9029ac087b3eec56fde92fd81d162962570629faec293037.m3u8
CCTV1,https://stream1.freetv.fun/ce5384774a118c8eccc8a7402ba31e40b0fd0e08e06a0220c0043cfca4400c14.m3u8
CCTV1,https://stream1.freetv.fun/2622897affd8a1c93ab36252984ab0e499d1e4a6fc76b87e6ef8039de3f2e642.m3u8
CCTV1,http://fm1077.serv00.net/Smart.php?id=cctv1
CCTV1,http://qjrhc.jydjd.top:2911/udp/224.1.100.90:11111
CCTV1,http://121.29.141.59:4022/rtp/239.253.92.83:8012
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=616bff0550349c6e67acff477cb46f9414058f2f80a6037f87e37174fab7a88ce43007f82993964b9222c5578037b6435c076ec1a3cd9712bffad24d5fb5293d9665b5fce5f6d1ec1012231552
CCTV1,http://qjrhc.jydjd.top:2911/udp/224.1.100.89:11111
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=b6a50213ea411edfdeda0e4c7abb5985d6a4f4c3d2f34274d4906fe15400b56f0a5a4ae5fb1d8e0ba25591ea3977d8cc6e1a4faa5a316308a146dfe83d122086fb13709fb6495fea020b068333
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8
CCTV1,http://183.223.157.33:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=7653cf8ec6440c201ccd67dfdbdd9a4c8401078f6b4cef8fc9258c372e1780fa8e3c5de722f5ac2cda4bd2291ccdf287a6caaac860219844ccf49b78b010dec5742f609b951e599c4b873bf8ad
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=d46a7802f5e358560129ef9519cb7db38f9f355847dd255fb5ac47a4bf8e3c6b5b980b45749fb1cb373b654d43a6fc41c66a124ad66ee40a80f07e155334fe6f023993dc3f284f86ab66653797
CCTV1,http://ygbh.site/php/bfgd.php?id=488
CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk33
CCTV1,http://113.57.111.4:1111/tsfile/live/1000_1.m3u8
CCTV1,http://sh.lnott.top:880/dx01.m3u8
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344
CCTV1,http://ygbh.site/php/bfgd.php?id=484
CCTV1,http://ygbh.site/php/bfgd.php?id=201
CCTV1,http://171.113.216.147:4022/rtp/239.254.96.96:8550
CCTV1,http://180.213.170.24:8188/rtp/239.5.1.4:5000
CCTV1,http://116.234.77.27:4022/rtp/239.45.3.145:5140
CCTV1,http://www.freetv.top/migu/608807420.m3u8?migutoken=491f039071b1e5ca7ea22dab208a3373abd0aa38187ac74446778154f03126d09cf16f03bab30bbbe6b3654715b39584417cebbd010b1b65144b4d683dc814c330efffb70a09c7630ddbb49120
CCTV1,http://ygbh.site/php/bfgd.php?id=489
CCTV1,http://zqh2333.top:2222/rtp/239.93.24.184:5140
CCTV1,https://stream1.freetv.fun/5d284520daa692f05f56035b16d3664f0e1d00c595102fbb480bdd9365d80e12.ctv
CCTV1,http://60.174.40.117:85/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1
CCTV1,https://migu.188766.xyz/?migutoken=83b815014cf40cf131126a928c1e1ca6&id=CCTV1&type=yy
